N,time_bellman,time_dijkstra
137080,0.016518,0.000084
137081,0.015255,0.000264
137082,0.014169,0.000080
137083,0.014344,0.000146
137084,0.014321,0.000224
137085,0.014590,0.000214
137086,0.015085,0.000027
137087,0.014530,0.000159
137088,0.014928,0.000134
137089,0.014689,0.000119
137090,0.014729,0.000098
137091,0.014383,0.000109
137092,0.014634,0.000249
137093,0.015125,0.000095
137094,0.015015,0.000060
137095,0.014371,0.000144
137096,0.015268,0.000330
137097,0.014278,0.000124
137098,0.015636,0.000130
137099,0.014806,0.000140
137100,0.014367,0.000119
137101,0.015617,0.000062
137102,0.014541,0.000047
137103,0.014515,0.000028
137104,0.014752,0.000290
137105,0.014458,0.000031
137106,0.014507,0.000093
137107,0.014372,0.000146
137108,0.014627,0.000058
137109,0.014430,0.000123
137110,0.015218,0.000124
137111,0.014569,0.000166
137112,0.014565,0.000125
137113,0.014204,0.000047
137114,0.014565,0.000112
137115,0.014069,0.000147
137116,0.014694,0.000138
137117,0.014226,0.000070
137118,0.014746,0.000100
137119,0.014296,0.000048
137120,0.015678,0.000063
137121,0.018653,0.000156
137122,0.014535,0.000128
137123,0.016526,0.000174
137124,0.016485,0.000177
137125,0.015724,0.000126
137126,0.016713,0.000100
137127,0.016446,0.000092
137128,0.016331,0.000124
137129,0.015747,0.000027
137130,0.018119,0.000147
137131,0.016503,0.000118
137132,0.017774,0.000250
137133,0.015357,0.000122
137134,0.016497,0.000181
137135,0.015543,0.000148
137136,0.016657,0.000289
137137,0.016584,0.000255
137138,0.015700,0.000028
137139,0.014687,0.000094
137140,0.014737,0.000159
137141,0.014493,0.000154
137142,0.014669,0.000056
137143,0.015647,0.000122
137144,0.015030,0.000149
137145,0.014560,0.000160
137146,0.014851,0.000060
137147,0.015034,0.000124
137148,0.014813,0.000162
137149,0.014742,0.000157
137150,0.015574,0.000250
137151,0.014239,0.000031
137152,0.014706,0.000043
137153,0.014535,0.000088
137154,0.014179,0.000133
137155,0.014659,0.000128
137156,0.015063,0.000144
137157,0.014557,0.000118
137158,0.015529,0.000047
137159,0.014565,0.000060
137160,0.015947,0.000159
137161,0.014712,0.000132
137162,0.015057,0.000054
137163,0.014966,0.000153
137164,0.014868,0.000159
137165,0.014872,0.000135
137166,0.017633,0.000101
137167,0.014603,0.000043
137168,0.015267,0.000219
137169,0.014703,0.000143
137170,0.014391,0.000023
137171,0.014713,0.000135
137172,0.014795,0.000216
137173,0.015137,0.000160
137174,0.013927,0.000128
137175,0.015732,0.000093
137176,0.014603,0.000163
137177,0.014906,0.000155
137178,0.015084,0.000339
137179,0.014258,0.000052
137180,0.014718,0.000106
137181,0.014828,0.000161
137182,0.014458,0.000061
137183,0.014984,0.000125
137184,0.014490,0.000113
137185,0.014716,0.000146
137186,0.014985,0.000053
137187,0.015767,0.000076
137188,0.015727,0.000111
137189,0.015371,0.000056
137190,0.014553,0.000123
137191,0.014418,0.000030
137192,0.014941,0.000114
137193,0.014319,0.000178
137194,0.014479,0.000122
137195,0.014378,0.000159
137196,0.014495,0.000173
137197,0.014918,0.000087
137198,0.014446,0.000050
137199,0.014899,0.000123
137200,0.015055,0.000166
137201,0.015243,0.000141
137202,0.014116,0.000154
137203,0.014570,0.000089
137204,0.015075,0.000156
137205,0.015486,0.000153
137206,0.014384,0.000143
137207,0.014257,0.000217
137208,0.014452,0.000048
137209,0.014191,0.000181
137210,0.014217,0.000085
137211,0.014749,0.000087
137212,0.014755,0.000081
137213,0.014658,0.000082
137214,0.014455,0.000277
137215,0.014900,0.000098
137216,0.014547,0.000147
137217,0.014704,0.000073
137218,0.014894,0.000082
137219,0.014666,0.000052
137220,0.015112,0.000153
137221,0.014666,0.000113
137222,0.015121,0.000205
137223,0.014574,0.000078
137224,0.014353,0.000050
137225,0.014621,0.000101
137226,0.015014,0.000102
137227,0.014143,0.000094
137228,0.015331,0.000154
137229,0.014352,0.000187
137230,0.014721,0.000142
137231,0.015100,0.000129
137232,0.014315,0.000127
137233,0.015459,0.000076
137234,0.014460,0.000097
137235,0.014484,0.000151
137236,0.014589,0.000127
137237,0.014082,0.000123
137238,0.014399,0.000103
137239,0.014916,0.000031
137240,0.016102,0.000207
137241,0.014627,0.000074
137242,0.014748,0.000088
137243,0.014400,0.000073
137244,0.015175,0.000048
137245,0.014448,0.000140
137246,0.014011,0.000091
137247,0.015384,0.000111
137248,0.014259,0.000164
137249,0.015051,0.000240
137250,0.014086,0.000144
137251,0.014025,0.000094
137252,0.016716,0.000134
137253,0.014781,0.000146
137254,0.015507,0.000146
137255,0.014465,0.000122
137256,0.014455,0.000092
137257,0.014999,0.000182
137258,0.014824,0.000076
137259,0.014172,0.000063
137260,0.014766,0.000163
137261,0.015041,0.000114
137262,0.014282,0.000130
137263,0.015204,0.000146
137264,0.014426,0.000092
137265,0.014759,0.000114
137266,0.015118,0.000157
137267,0.014354,0.000147
137268,0.014515,0.000061
137269,0.014709,0.000060
137270,0.014306,0.000059
137271,0.015098,0.000057
137272,0.014330,0.000148
137273,0.014490,0.000100
137274,0.014866,0.000037
137275,0.014101,0.000075
137276,0.015493,0.000089
137277,0.014523,0.000165
137278,0.014329,0.000147
137279,0.014588,0.000102
137280,0.014556,0.000100
137281,0.014563,0.000106
137282,0.014922,0.000158
137283,0.014624,0.000120
137284,0.014432,0.000120
137285,0.014914,0.000329
137286,0.015007,0.000120
137287,0.014803,0.000122
137288,0.014580,0.000158
137289,0.016286,0.000056
137290,0.015646,0.000110
137291,0.015679,0.000189
137292,0.015587,0.000186
137293,0.017108,0.000155
137294,0.015445,0.000170
137295,0.016574,0.000105
137296,0.015278,0.000086
137297,0.016042,0.000051
137298,0.016338,0.000170
137299,0.016213,0.000154
137300,0.015627,0.000156
137301,0.018423,0.000190
137302,0.016935,0.000059
137303,0.016625,0.000160
137304,0.015851,0.000096
137305,0.016664,0.000318
137306,0.014701,0.000154
137307,0.016006,0.000026
137308,0.015424,0.000111
137309,0.015377,0.000028
137310,0.017714,0.000022
137311,0.016666,0.000249
137312,0.014744,0.000243
137313,0.016173,0.000061
137314,0.014932,0.000233
137315,0.016043,0.000273
137316,0.015175,0.000242
137317,0.017191,0.000178
137318,0.018248,0.000081
137319,0.015633,0.000170
137320,0.015667,0.000132
137321,0.015583,0.000145
137322,0.016410,0.000163
137323,0.016853,0.000075
137324,0.019380,0.000180
137325,0.015561,0.000095
137326,0.015469,0.000100
137327,0.016505,0.000131
137328,0.016902,0.000153
137329,0.015679,0.000051
137330,0.016105,0.000167
137331,0.016355,0.000153
137332,0.015696,0.000075
137333,0.015531,0.000166
137334,0.016219,0.000045
137335,0.015513,0.000080
137336,0.016652,0.000251
137337,0.017112,0.000151
137338,0.016775,0.000121
137339,0.016027,0.000112
137340,0.016744,0.000157
137341,0.015802,0.000207
137342,0.016508,0.000145
137343,0.015618,0.000055
137344,0.015561,0.000150
137345,0.015534,0.000207
137346,0.017139,0.000161
137347,0.016405,0.000064
137348,0.015499,0.000073
137349,0.016103,0.000047
137350,0.015250,0.000159
137351,0.015975,0.000106
137352,0.015569,0.000096
137353,0.016699,0.000065
137354,0.015728,0.000115
137355,0.016678,0.000084
137356,0.015862,0.000086
137357,0.016395,0.000081
137358,0.015394,0.000069
137359,0.017834,0.000182
137360,0.017809,0.000120
137361,0.016067,0.000143
137362,0.015774,0.000136
137363,0.016859,0.000158
137364,0.016351,0.000126
137365,0.016013,0.000159
137366,0.015385,0.000169
137367,0.016212,0.000077
137368,0.015799,0.000094
137369,0.016142,0.000044
137370,0.015744,0.000100
137371,0.016139,0.000156
137372,0.015121,0.000040
137373,0.017091,0.000160
137374,0.015630,0.000101
137375,0.015406,0.000158
137376,0.015284,0.000159
137377,0.015754,0.000125
137378,0.015446,0.000148
137379,0.016017,0.000205
137380,0.015549,0.000157
137381,0.015295,0.000111
137382,0.015365,0.000175
137383,0.016146,0.000081
137384,0.015245,0.000100
137385,0.015201,0.000158
137386,0.015194,0.000242
137387,0.015450,0.000093
137388,0.015203,0.000037
137389,0.016130,0.000235
137390,0.015532,0.000033
137391,0.015949,0.000118
137392,0.015068,0.000169
137393,0.015944,0.000122
137394,0.015419,0.000156
137395,0.015329,0.000042
137396,0.015675,0.000304
137397,0.015296,0.000185
137398,0.015870,0.000219
137399,0.015122,0.000365
137400,0.014723,0.000207
137401,0.014920,0.000159
137402,0.015775,0.000148
137403,0.015187,0.000150
137404,0.015560,0.000079
137405,0.015401,0.000098
137406,0.015677,0.000048
137407,0.015101,0.000085
137408,0.015966,0.000122
137409,0.015566,0.000070
137410,0.015552,0.000106
137411,0.015495,0.000154
137412,0.017139,0.000192
137413,0.016539,0.000056
137414,0.016353,0.000138
137415,0.019193,0.000174
137416,0.014945,0.000169
137417,0.015169,0.000114
137418,0.014056,0.000174
137419,0.015375,0.000131
137420,0.014791,0.000163
137421,0.014301,0.000149
137422,0.014923,0.000164
137423,0.015634,0.000051
137424,0.015654,0.000168
137425,0.014848,0.000060
137426,0.014899,0.000182
137427,0.014939,0.000216
137428,0.014519,0.000200
137429,0.015070,0.000113
137430,0.016001,0.000084
137431,0.014334,0.000193
137432,0.014546,0.000118
137433,0.014037,0.000096
137434,0.014534,0.000128
137435,0.015175,0.000096
137436,0.014419,0.000033
137437,0.015563,0.000049
137438,0.014572,0.000016
137439,0.014411,0.000040
137440,0.015041,0.000208
137441,0.014500,0.000091
137442,0.014633,0.000060
137443,0.015276,0.000130
137444,0.016086,0.000177
137445,0.015132,0.000154
137446,0.014990,0.000054
137447,0.015283,0.000106
137448,0.014308,0.000133
137449,0.014379,0.000091
137450,0.014460,0.000065
137451,0.014594,0.000049
137452,0.018968,0.000236
137453,0.016819,0.000115
137454,0.015752,0.000147
137455,0.015905,0.000155
137456,0.015812,0.000078
137457,0.016466,0.000054
137458,0.015845,0.000164
137459,0.016177,0.000086
137460,0.016091,0.000077
137461,0.017033,0.000056
137462,0.015999,0.000147
137463,0.016032,0.000099
137464,0.015305,0.000142
137465,0.016387,0.000178
137466,0.015472,0.000187
137467,0.016171,0.000187
137468,0.016545,0.000136
137469,0.016714,0.000135
137470,0.015017,0.000133
137471,0.019452,0.000123
137472,0.016742,0.000109
137473,0.016095,0.000120
137474,0.016536,0.000174
137475,0.016696,0.000128
137476,0.015534,0.000106
137477,0.015907,0.000027
137478,0.015388,0.000146
137479,0.015516,0.000027
137480,0.017139,0.000231
137481,0.015902,0.000278
137482,0.015487,0.000114
137483,0.016026,0.000131
137484,0.014778,0.000207
137485,0.016049,0.000237
137486,0.016269,0.000137
137487,0.015735,0.000157
137488,0.015272,0.000135
137489,0.017117,0.000283
137490,0.016188,0.000102
137491,0.016090,0.000151
137492,0.015830,0.000241
137493,0.016474,0.000303
137494,0.015130,0.000173
137495,0.015214,0.000230
137496,0.015273,0.000256
137497,0.016315,0.000152
137498,0.016300,0.000153
137499,0.022184,0.000105
137500,0.016562,0.000069
137501,0.015967,0.000147
137502,0.016749,0.000071
137503,0.015471,0.000019
137504,0.016408,0.000037
137505,0.015482,0.000055
137506,0.015213,0.000115
137507,0.015649,0.000109
137508,0.015909,0.000164
137509,0.015469,0.000125
137510,0.016511,0.000094
137511,0.015881,0.000081
137512,0.016324,0.000140
137513,0.015909,0.000148
137514,0.016270,0.000038
137515,0.015499,0.000040
137516,0.017056,0.000093
137517,0.015638,0.000100
137518,0.018907,0.000188
137519,0.015448,0.000310
137520,0.015813,0.000323
137521,0.015439,0.000335
137522,0.016912,0.000291
137523,0.014629,0.000145
137524,0.017158,0.000045
137525,0.015367,0.000202
137526,0.016094,0.000085
137527,0.014187,0.000267
137528,0.019072,0.000114
137529,0.015415,0.000309
137530,0.016338,0.000100
137531,0.016515,0.000061
137532,0.015630,0.000040
137533,0.015236,0.000390
137534,0.016859,0.000148
137535,0.015673,0.000076
137536,0.015806,0.000119
137537,0.016698,0.000152
137538,0.015235,0.000153
137539,0.016628,0.000112
137540,0.016688,0.000071
137541,0.015754,0.000156
137542,0.015676,0.000149
137543,0.015886,0.000059
137544,0.015632,0.000155
137545,0.017855,0.000157
137546,0.016126,0.000172
137547,0.016160,0.000150
137548,0.017083,0.000073
137549,0.016069,0.000092
137550,0.015424,0.000104
137551,0.016019,0.000134
137552,0.015844,0.000129
137553,0.015601,0.000143
137554,0.015223,0.000130
137555,0.017481,0.000085
137556,0.015772,0.000099
137557,0.016443,0.000152
137558,0.015861,0.000167
137559,0.016625,0.000087
137560,0.015787,0.000149
137561,0.016201,0.000172
137562,0.015720,0.000155
137563,0.015965,0.000108
137564,0.015679,0.000049
137565,0.015305,0.000223
137566,0.015542,0.000163
137567,0.014343,0.000070
137568,0.014131,0.000141
137569,0.015505,0.000225
137570,0.015056,0.000293
137571,0.015627,0.000239
137572,0.014708,0.000055
137573,0.014711,0.000190
137574,0.015692,0.000237
137575,0.016809,0.000134
137576,0.015769,0.000094
137577,0.014441,0.000124
137578,0.015104,0.000166
137579,0.014562,0.000087
137580,0.015717,0.000117
137581,0.014553,0.000073
137582,0.015243,0.000223
137583,0.016999,0.000090
137584,0.014605,0.000079
137585,0.015598,0.000118
137586,0.016209,0.000162
137587,0.014782,0.000125
137588,0.014656,0.000078
137589,0.014930,0.000084
137590,0.015299,0.000122
137591,0.014642,0.000108
137592,0.015133,0.000158
137593,0.017228,0.000163
137594,0.014954,0.000061
137595,0.018814,0.000230
137596,0.017225,0.000175
137597,0.019367,0.000227
137598,0.017464,0.000168
137599,0.015602,0.000168
137600,0.018411,0.000043
137601,0.017046,0.000169
137602,0.016579,0.000213
137603,0.016384,0.000229
137604,0.018323,0.000172
137605,0.016267,0.000043
137606,0.017091,0.000076
137607,0.014813,0.000049
137608,0.015373,0.000068
137609,0.015425,0.000035
137610,0.014559,0.000053
137611,0.015954,0.000050
137612,0.014955,0.000044
137613,0.014602,0.000148
137614,0.015517,0.000102
137615,0.014517,0.000039
137616,0.018057,0.000095
137617,0.014722,0.000139
137618,0.015476,0.000177
137619,0.014797,0.000164
137620,0.014570,0.000083
137621,0.016120,0.000087
137622,0.015902,0.000112
137623,0.015456,0.000114
137624,0.014326,0.000053
137625,0.014715,0.000172
137626,0.015158,0.000234
137627,0.014473,0.000139
137628,0.015546,0.000059
137629,0.014560,0.000134
137630,0.014383,0.000104
137631,0.014605,0.000106
137632,0.016613,0.000153
137633,0.015542,0.000131
137634,0.017702,0.000123
137635,0.015356,0.000099
137636,0.017187,0.000071
137637,0.015448,0.000167
137638,0.016466,0.000022
137639,0.016567,0.000113
137640,0.016666,0.000101
137641,0.016293,0.000046
137642,0.017042,0.000136
137643,0.015635,0.000052
137644,0.016612,0.000124
137645,0.015051,0.000155
137646,0.018009,0.000305
137647,0.016260,0.000262
137648,0.016571,0.000042
137649,0.015416,0.000130
137650,0.016252,0.000158
137651,0.014956,0.000213
137652,0.017378,0.000094
137653,0.015680,0.000129
137654,0.015763,0.000283
137655,0.016954,0.000034
137656,0.015352,0.000103
137657,0.017933,0.000294
137658,0.018439,0.000125
137659,0.016710,0.000124
137660,0.015524,0.000140
137661,0.016197,0.000114
137662,0.015040,0.000038
137663,0.017897,0.000191
137664,0.015457,0.000159
137665,0.016733,0.000129
137666,0.015702,0.000043
137667,0.016651,0.000069
137668,0.015678,0.000151
137669,0.017441,0.000234
137670,0.015154,0.000205
137671,0.016532,0.000142
137672,0.014199,0.000069
137673,0.019624,0.000179
137674,0.015083,0.000257
137675,0.017879,0.000148
137676,0.015714,0.000128
137677,0.016167,0.000118
137678,0.015771,0.000189
137679,0.015718,0.000118
137680,0.015876,0.000126
137681,0.016821,0.000221
137682,0.017162,0.000014
137683,0.015337,0.000116
137684,0.015967,0.000147
137685,0.016395,0.000176
137686,0.017481,0.000104
137687,0.015986,0.000133
137688,0.016635,0.000171
137689,0.015315,0.000154
137690,0.017129,0.000256
137691,0.015108,0.000153
137692,0.016605,0.000122
137693,0.016531,0.000062
137694,0.016188,0.000163
137695,0.015970,0.000180
137696,0.016544,0.000361
137697,0.017319,0.000273
137698,0.015128,0.000207
137699,0.016953,0.000155
137700,0.016476,0.000166
137701,0.015970,0.000082
137702,0.017146,0.000154
137703,0.016594,0.000155
137704,0.015966,0.000070
137705,0.016624,0.000108
137706,0.015757,0.000089
137707,0.016305,0.000088
137708,0.017537,0.000014
137709,0.016544,0.000102
137710,0.016242,0.000075
137711,0.016144,0.000109
137712,0.015556,0.000099
137713,0.016283,0.000014
137714,0.016236,0.000140
137715,0.016401,0.000041
137716,0.016379,0.000144
137717,0.015893,0.000190
137718,0.019342,0.000265
137719,0.014621,0.000163
137720,0.014157,0.000044
137721,0.014459,0.000164
137722,0.015289,0.000052
137723,0.014705,0.000074
137724,0.015159,0.000134
137725,0.014372,0.000186
137726,0.015060,0.000112
137727,0.014905,0.000163
137728,0.014508,0.000166
137729,0.014699,0.000052
137730,0.015248,0.000133
137731,0.016541,0.000074
137732,0.014208,0.000027
137733,0.014755,0.000157
137734,0.015318,0.000115
137735,0.015490,0.000083
137736,0.014170,0.000093
137737,0.014415,0.000163
137738,0.015265,0.000120
137739,0.014362,0.000155
137740,0.014565,0.000104
137741,0.014066,0.000157
137742,0.014789,0.000163
137743,0.015942,0.000156
137744,0.014518,0.000026
137745,0.014588,0.000057
137746,0.015254,0.000079
137747,0.014498,0.000165
137748,0.015097,0.000061
137749,0.015181,0.000050
137750,0.014507,0.000083
137751,0.014328,0.000138
137752,0.014341,0.000112
137753,0.015989,0.000039
137754,0.014122,0.000082
137755,0.015073,0.000112
137756,0.014250,0.000133
137757,0.016504,0.000141
137758,0.018206,0.000166
137759,0.015652,0.000205
137760,0.016234,0.000160
137761,0.015869,0.000131
137762,0.016324,0.000158
137763,0.015231,0.000270
137764,0.016542,0.000134
137765,0.015641,0.000100
137766,0.015798,0.000054
137767,0.018115,0.000174
137768,0.015725,0.000250
137769,0.015426,0.000065
137770,0.016979,0.000321
137771,0.016422,0.000133
137772,0.015372,0.000154
137773,0.014891,0.000201
137774,0.015975,0.000234
137775,0.015752,0.000230
137776,0.017362,0.000156
137777,0.016425,0.000154
137778,0.016054,0.000181
137779,0.016263,0.000168
137780,0.016062,0.000082
137781,0.016216,0.000110
137782,0.016030,0.000233
137783,0.015765,0.000160
137784,0.015022,0.000095
137785,0.017615,0.000085
137786,0.015649,0.000174
137787,0.016597,0.000054
137788,0.015447,0.000106
137789,0.017223,0.000161
137790,0.015632,0.000119
137791,0.016002,0.000157
137792,0.015399,0.000020
137793,0.015912,0.000204
137794,0.017027,0.000192
137795,0.016343,0.000149
137796,0.015918,0.000193
137797,0.017107,0.000132
137798,0.015252,0.000095
137799,0.016358,0.000149
137800,0.016309,0.000223
137801,0.016282,0.000070
137802,0.015622,0.000093
137803,0.017621,0.000045
137804,0.015688,0.000084
137805,0.017500,0.000230
137806,0.016740,0.000118
137807,0.015752,0.000233
137808,0.017555,0.000145
137809,0.014512,0.000140
137810,0.014486,0.000050
137811,0.014290,0.000129
137812,0.014182,0.000154
137813,0.014895,0.000139
137814,0.018136,0.000113
137815,0.014439,0.000179
137816,0.014804,0.000139
137817,0.015005,0.000148
137818,0.015899,0.000218
137819,0.014983,0.000248
137820,0.015635,0.000054
137821,0.015053,0.000119
137822,0.015671,0.000054
137823,0.015464,0.000325
137824,0.014823,0.000276
137825,0.014835,0.000163
137826,0.014730,0.000102
137827,0.016049,0.000100
137828,0.016210,0.000189
137829,0.015781,0.000136
137830,0.014771,0.000098
137831,0.014392,0.000069
137832,0.015470,0.000123
137833,0.014869,0.000056
137834,0.014193,0.000039
137835,0.014288,0.000045
137836,0.014638,0.000033
137837,0.014637,0.000181
137838,0.014706,0.000104
137839,0.014700,0.000057
137840,0.014796,0.000152
137841,0.014602,0.000172
137842,0.014529,0.000069
137843,0.014586,0.000043
137844,0.014777,0.000107
137845,0.014866,0.000175
137846,0.014461,0.000175
137847,0.016604,0.000097
137848,0.017679,0.000061
137849,0.016826,0.000304
137850,0.016482,0.000099
137851,0.015821,0.000124
137852,0.015988,0.000203
137853,0.015514,0.000085
137854,0.015989,0.000048
137855,0.015528,0.000170
137856,0.015349,0.000101
137857,0.017825,0.000149
137858,0.015995,0.000046
137859,0.015578,0.000104
137860,0.016761,0.000124
137861,0.015546,0.000142
137862,0.015897,0.000170
137863,0.015804,0.000123
137864,0.016142,0.000164
137865,0.014992,0.000104
137866,0.016589,0.000266
137867,0.016081,0.000165
137868,0.015806,0.000128
137869,0.015737,0.000107
137870,0.017069,0.000120
137871,0.015690,0.000123
137872,0.016146,0.000077
137873,0.016547,0.000110
137874,0.015820,0.000049
137875,0.015412,0.000147
137876,0.016660,0.000052
137877,0.014477,0.000154
137878,0.016460,0.000248
137879,0.014973,0.000175
137880,0.014657,0.000070
137881,0.014573,0.000154
137882,0.014254,0.000131
137883,0.015743,0.000079
137884,0.014824,0.000111
137885,0.015797,0.000121
137886,0.020475,0.000188
137887,0.020039,0.000104
137888,0.017871,0.000181
137889,0.016394,0.000144
137890,0.014331,0.000164
137891,0.014219,0.000100
137892,0.015563,0.000185
137893,0.014315,0.000141
137894,0.014838,0.000086
137895,0.014533,0.000100
137896,0.014809,0.000100
137897,0.014535,0.000063
137898,0.015349,0.000157
137899,0.014922,0.000071
137900,0.014333,0.000040
137901,0.014966,0.000058
137902,0.015320,0.000052
137903,0.016223,0.000146
137904,0.014087,0.000106
137905,0.014212,0.000186
137906,0.015779,0.000123
137907,0.014859,0.000105
137908,0.016644,0.000238
137909,0.015150,0.000136
137910,0.014484,0.000137
137911,0.014634,0.000033
137912,0.016574,0.000035
137913,0.016075,0.000092
137914,0.015843,0.000118
137915,0.015895,0.000190
137916,0.015215,0.000152
137917,0.015664,0.000163
137918,0.015599,0.000166
137919,0.015839,0.000152
137920,0.015036,0.000079
137921,0.015407,0.000065
137922,0.015059,0.000133
137923,0.016001,0.000052
137924,0.014835,0.000276
137925,0.020181,0.000122
137926,0.015166,0.000245
137927,0.015916,0.000099
137928,0.015329,0.000061
137929,0.015995,0.000056
137930,0.015890,0.000255
137931,0.016183,0.000269
137932,0.017268,0.000064
137933,0.017619,0.000128
137934,0.016978,0.000151
137935,0.016781,0.000144
137936,0.015801,0.000100
137937,0.020320,0.000120
137938,0.017793,0.000155
137939,0.015370,0.000211
137940,0.016105,0.000051
137941,0.015702,0.000151
137942,0.015946,0.000156
137943,0.016182,0.000159
137944,0.015581,0.000152
137945,0.015751,0.000067
137946,0.015773,0.000093
137947,0.014933,0.000121
137948,0.017336,0.000210
137949,0.016742,0.000136
137950,0.014508,0.000141
137951,0.014069,0.000130
137952,0.018423,0.000213
137953,0.015179,0.000098
137954,0.014542,0.000158
137955,0.015085,0.000197
137956,0.019222,0.000079
137957,0.016977,0.000152
137958,0.017098,0.000184
137959,0.015829,0.000124
137960,0.015982,0.000113
137961,0.015556,0.000070
137962,0.016456,0.000266
137963,0.020440,0.000188
137964,0.020291,0.000105
137965,0.016961,0.000134
137966,0.014772,0.000182
137967,0.016274,0.000167
137968,0.015620,0.000210
137969,0.015213,0.000038
137970,0.016112,0.000164
137971,0.015294,0.000344
137972,0.014950,0.000125
137973,0.014956,0.000103
137974,0.015268,0.000120
137975,0.016257,0.000166
137976,0.014236,0.000080
137977,0.019255,0.000100
137978,0.015669,0.000075
137979,0.016353,0.000143
137980,0.014185,0.000064
137981,0.014775,0.000081
137982,0.014482,0.000105
137983,0.015194,0.000105
137984,0.018255,0.000220
137985,0.015647,0.000065
137986,0.015596,0.000088
137987,0.015355,0.000125
137988,0.015007,0.000101
137989,0.015016,0.000414
137990,0.014706,0.000316
137991,0.014179,0.000050
137992,0.015500,0.000102
137993,0.015359,0.000114
137994,0.014333,0.000186
137995,0.014666,0.000260
137996,0.014221,0.000166
137997,0.015819,0.000053
137998,0.015141,0.000166
137999,0.014003,0.000166
138000,0.015221,0.000215
138001,0.017423,0.000158
138002,0.014630,0.000054
138003,0.014983,0.000076
138004,0.014643,0.000057
138005,0.015513,0.000078
138006,0.014407,0.000054
138007,0.014420,0.000067
138008,0.015714,0.000098
138009,0.016288,0.000075
138010,0.015145,0.000142
138011,0.015226,0.000105
138012,0.015348,0.000031
138013,0.014743,0.000096
138014,0.015737,0.000147
138015,0.015869,0.000178
138016,0.016389,0.000252
138017,0.018057,0.000092
138018,0.015929,0.000077
138019,0.015647,0.000110
138020,0.017156,0.000115
138021,0.016673,0.000086
138022,0.016016,0.000162
138023,0.015734,0.000170
138024,0.016414,0.000140
138025,0.015506,0.000053
138026,0.017128,0.000119
138027,0.015034,0.000105
138028,0.015914,0.000111
138029,0.015826,0.000168
138030,0.015511,0.000144
138031,0.015402,0.000116
138032,0.015514,0.000071
138033,0.015104,0.000091
138034,0.015353,0.000168
138035,0.015390,0.000015
138036,0.016095,0.000106
138037,0.015278,0.000100
138038,0.015196,0.000035
138039,0.015793,0.000133
138040,0.015635,0.000057
138041,0.017003,0.000114
138042,0.016503,0.000203
138043,0.015430,0.000154
138044,0.016630,0.000169
138045,0.016467,0.000036
138046,0.016755,0.000104
138047,0.015699,0.000118
138048,0.016322,0.000118
138049,0.015092,0.000085
138050,0.017750,0.000066
138051,0.016097,0.000166
138052,0.016386,0.000036
138053,0.016142,0.000103
138054,0.016548,0.000175
138055,0.015557,0.000123
138056,0.016311,0.000120
138057,0.015929,0.000134
138058,0.015836,0.000107
138059,0.017605,0.000031
138060,0.016758,0.000149
138061,0.015570,0.000146
138062,0.016223,0.000098
138063,0.015997,0.000035
138064,0.016566,0.000033
138065,0.016232,0.000157
138066,0.017299,0.000268
138067,0.014725,0.000117
138068,0.018814,0.000123
138069,0.015146,0.000089
138070,0.016530,0.000186
138071,0.018610,0.000268
138072,0.018226,0.000149
138073,0.016417,0.000084
138074,0.015955,0.000109
138075,0.016137,0.000119
138076,0.015383,0.000210
138077,0.016852,0.000123
138078,0.017089,0.000131
138079,0.015768,0.000091
138080,0.016736,0.000124
138081,0.015340,0.000150
138082,0.016580,0.000117
138083,0.016015,0.000099
138084,0.016493,0.000119
138085,0.015578,0.000083
138086,0.017388,0.000154
138087,0.015583,0.000187
138088,0.016607,0.000245
138089,0.016369,0.000116
138090,0.017290,0.000095
138091,0.014210,0.000135
138092,0.017069,0.000240
138093,0.015028,0.000307
138094,0.016652,0.000399
138095,0.017401,0.000188
138096,0.017840,0.000102
138097,0.016605,0.000208
138098,0.015425,0.000138
138099,0.016355,0.000240
138100,0.016077,0.000157
138101,0.016691,0.000063
138102,0.015610,0.000125
138103,0.016171,0.000068
138104,0.016483,0.000127
138105,0.016593,0.000111
138106,0.015636,0.000015
138107,0.016456,0.000074
138108,0.015757,0.000102
138109,0.016971,0.000094
138110,0.015424,0.000092
138111,0.014507,0.000125
138112,0.014823,0.000051
138113,0.014907,0.000144
138114,0.014129,0.000145
138115,0.014520,0.000175
138116,0.015261,0.000183
138117,0.014873,0.000036
138118,0.015383,0.000220
138119,0.014355,0.000071
138120,0.014723,0.000070
138121,0.015647,0.000131
138122,0.014738,0.000192
138123,0.015344,0.000097
138124,0.014784,0.000201
138125,0.014359,0.000163
138126,0.015105,0.000040
138127,0.014471,0.000133
138128,0.015350,0.000069
138129,0.014828,0.000058
138130,0.014800,0.000145
138131,0.014774,0.000105
138132,0.014410,0.000076
138133,0.015281,0.000099
138134,0.014949,0.000163
138135,0.015275,0.000116
138136,0.014766,0.000143
138137,0.016303,0.000099
138138,0.014950,0.000145
138139,0.014998,0.000147
138140,0.014795,0.000147
138141,0.014628,0.000024
138142,0.015230,0.000061
138143,0.015551,0.000074
138144,0.014484,0.000174
138145,0.014673,0.000081
138146,0.016643,0.000041
138147,0.014913,0.000096
138148,0.014583,0.000090
138149,0.014576,0.000106
138150,0.014323,0.000088
138151,0.015432,0.000089
138152,0.014999,0.000109
138153,0.015488,0.000147
138154,0.014794,0.000134
